image_name,tree_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,canopy_area_px,canopy_width_px,canopy_height_px,canopy_diameter_px,canopy_compactness,canopy_circularity,canopy_asymmetry_score,canopy_gap_ratio,canopy_edge_roughness,canopy_irregularity,rgb_green_ratio,rgb_brightness_mean,rgb_brightness_std,distance_to_road_px,inverse_distance_to_road,road_overlap_ratio,road_buffer_overlap_ratio,normalized_canopy_size,inspection_priority_score,inspection_priority_level,candidate_source
seq28_000000.png,16,1430,1446,1662,1714,38971,232,268,268,0.6268,0.4657,0.0464,0.0366,0.1829,0.2796,0.3701,125.49,27.6,48.77,0.8228,0.0,0.0,0.0044,0.2977,Low,sam
seq30_000000.png,1,3099,1355,3360,1568,39633,261,213,261,0.7129,0.5906,0.0362,0.0,0.1344,0.2041,0.4112,67.42,39.63,188.0,0.4714,0.0,0.0,0.0045,0.1763,Low,sam
seq30_000000.png,2,1131,590,1371,800,30620,240,210,240,0.6075,0.4462,0.0515,0.0,0.1922,0.2792,0.3368,56.74,22.69,172.29,0.502,0.0,0.0,0.0035,0.1982,Low,sam
seq30_000000.png,3,3446,2048,3712,2160,25330,266,112,266,0.8502,0.5582,0.0188,0.0,0.1454,0.2203,0.332,141.26,19.31,1.0,0.996,0.0,0.3276,0.0029,0.3997,Medium,sam
seq38_000000.png,1,3830,1266,4096,1546,51257,266,280,280,0.6882,0.5717,0.0638,0.0,0.1407,0.2135,0.3421,154.64,24.03,1.0,0.996,0.0,0.0394,0.0058,0.346,Medium,sam
seq38_000000.png,2,3230,1963,3614,2160,60143,384,197,384,0.795,0.5846,0.026,0.0,0.1364,0.2071,0.3372,161.29,23.59,1.0,0.996,0.0,0.0871,0.0068,0.3509,Medium,sam
seq38_000000.png,3,3130,230,3302,430,20302,172,200,200,0.5902,0.5012,0.0227,0.0,0.1673,0.2497,0.3404,160.54,28.0,1.0,0.996,0.0,0.1898,0.0023,0.3768,Medium,sam
seq38_000000.png,4,3930,910,4096,1088,21409,166,178,178,0.7245,0.6176,0.0382,0.0,0.1259,0.1907,0.3625,126.89,22.12,177.15,0.4923,0.0,0.0,0.0024,0.1805,Low,sam
seq38_000000.png,5,0,0,226,210,32600,226,210,226,0.6869,0.5783,0.0508,0.0,0.1385,0.2102,0.3399,65.04,18.22,219.5,0.4156,0.0,0.0,0.0037,0.1618,Low,sam
seq38_000000.png,6,2050,1179,2318,1426,42787,268,247,268,0.6464,0.3549,0.0093,0.0,0.2458,0.3318,0.3226,127.73,44.8,203.69,0.4427,0.0,0.0,0.0048,0.1842,Low,sam
seq38_000000.png,7,2170,1595,2512,1968,93708,342,373,373,0.7346,0.5484,0.0115,0.0,0.1489,0.2253,0.3423,135.43,39.8,1.4,0.9944,0.0,0.0205,0.0106,0.339,Medium,sam
seq38_000000.png,8,1418,1146,1782,1506,80661,364,360,364,0.6155,0.4669,0.0143,0.0,0.1823,0.2679,0.339,138.4,30.15,10.19,0.9601,0.0,0.0094,0.0091,0.3329,Medium,sam
seq38_000000.png,9,974,858,1158,1078,26374,184,220,220,0.6515,0.5517,0.0089,0.0,0.1477,0.2237,0.337,145.31,26.98,1.0,0.996,0.0,0.1286,0.003,0.3594,Medium,sam
seq39_000000.png,1,96,1172,553,1539,117614,457,367,457,0.7013,0.5991,0.0201,0.0,0.1317,0.1999,0.4648,41.54,22.15,180.17,0.4864,0.0,0.0,0.0142,0.18,Low,sam
seq39_000000.png,2,2312,220,2391,328,6091,79,108,108,0.7139,0.6081,0.0286,0.0,0.1288,0.1954,0.4646,74.47,36.5,4.0,0.9841,0.0,0.1276,0.0007,0.353,Medium,sam
seq39_000000.png,3,96,950,553,1547,169120,457,597,597,0.6199,0.4417,0.0518,0.0,0.1945,0.2817,0.4815,48.06,26.33,182.58,0.4818,0.0,0.0,0.0204,0.195,Low,sam
seq39_000000.png,4,456,1555,939,2031,146519,483,476,483,0.6373,0.436,0.0242,0.0,0.1974,0.2848,0.4645,57.81,26.36,1.0,0.996,0.0,0.1118,0.0177,0.369,Medium,sam
seq39_000000.png,5,2095,1044,2331,1337,43662,236,293,293,0.6314,0.4702,0.0498,0.0,0.1808,0.2662,0.485,73.91,23.95,1.0,0.996,0.0,0.2629,0.0053,0.3971,Medium,sam
seq39_000000.png,6,2087,774,2342,1067,53469,255,293,293,0.7156,0.55,0.0337,0.0,0.1483,0.2245,0.4761,66.59,23.51,1.0,0.996,0.0,0.2288,0.0064,0.3826,Medium,sam
seq39_000000.png,7,1142,643,1333,898,32283,191,255,255,0.6628,0.4921,0.0196,0.0,0.1711,0.2545,0.5192,49.87,27.88,193.36,0.4614,0.0,0.0,0.0039,0.1791,Low,sam
seq39_000000.png,8,283,2010,553,2160,30051,270,150,270,0.742,0.5031,0.0303,0.0,0.1665,0.2487,0.481,53.14,27.31,1.0,0.996,0.0,0.1047,0.0036,0.3606,Medium,sam
seq39_000000.png,9,90,2010,557,2160,46520,467,150,467,0.6641,0.3665,0.0523,0.0,0.238,0.3248,0.4808,55.28,27.88,1.0,0.996,0.0,0.0709,0.0056,0.3678,Medium,sam
seq39_000000.png,10,2060,418,2210,606,19866,150,188,188,0.7045,0.561,0.0125,0.0,0.1444,0.2189,0.4705,65.58,27.15,1.0,0.996,0.0,0.445,0.0024,0.4222,Medium,sam
seq39_000000.png,11,90,2050,298,2160,16030,208,110,208,0.7006,0.5116,0.045,0.0,0.163,0.2443,0.4832,58.29,27.54,185.48,0.4762,0.0,0.0,0.0019,0.1843,Low,sam
seq40_000000.png,1,722,351,906,474,16477,184,123,184,0.728,0.6018,0.0251,0.0,0.1308,0.1985,0.3508,83.03,16.47,100.0,0.6703,0.0,0.0,0.002,0.2337,Low,sam
seq40_000000.png,2,58,396,219,519,14194,161,123,161,0.7168,0.5502,0.0264,0.0,0.1483,0.2244,0.3574,82.01,12.94,152.0,0.5444,0.0,0.0,0.0017,0.1999,Low,sam
seq40_000000.png,3,1607,505,1761,628,14720,154,123,154,0.7771,0.5946,0.0134,0.0,0.1331,0.2021,0.368,75.97,24.04,43.58,0.84,0.0,0.0,0.0018,0.2839,Low,sam
seq40_000000.png,4,1404,510,1543,613,10255,139,103,139,0.7163,0.6088,0.0234,0.0,0.1286,0.1951,0.3728,74.85,24.08,83.0,0.7175,0.0,0.0,0.0012,0.247,Low,sam
seq40_000000.png,5,1720,1382,1929,1640,33411,209,258,258,0.6196,0.5215,0.0344,0.0,0.1591,0.2391,0.4033,75.35,24.2,117.38,0.6253,0.0,0.0,0.004,0.2275,Low,sam
seq41_000000.png,1,1550,1290,1762,1582,48480,212,292,292,0.7831,0.6377,0.0073,0.0,0.1199,0.1809,0.4656,98.38,34.54,37.0,0.8624,0.0,0.0,0.0055,0.2874,Low,sam
seq41_000000.png,2,1826,314,2030,518,29968,204,204,204,0.7201,0.5399,0.0448,0.0,0.152,0.2297,0.3793,107.24,32.83,10.6,0.9585,0.0,0.0364,0.0034,0.3343,Medium,sam
seq41_000000.png,3,2534,1206,2714,1430,29344,180,224,224,0.7278,0.5758,0.0064,0.0,0.1393,0.2115,0.4231,83.85,18.22,181.53,0.4838,0.0,0.0,0.0033,0.178,Low,sam
seq41_000000.png,4,1826,318,1974,514,22128,148,196,196,0.7628,0.6305,0.013,0.0,0.122,0.1844,0.3827,111.91,31.9,7.99,0.9685,0.0,0.0504,0.0025,0.33,Low,sam
seq41_000000.png,5,1606,1414,1762,1590,21088,156,176,176,0.7681,0.654,0.0256,0.0,0.1153,0.173,0.4659,92.21,33.73,37.0,0.8624,0.0,0.0,0.0024,0.2876,Low,sam
seq41_000000.png,6,2482,386,2666,538,18800,184,152,184,0.6722,0.5717,0.0404,0.0,0.1407,0.2135,0.3723,75.69,17.14,221.0,0.4131,0.0,0.0,0.0021,0.1603,Low,sam
seq41_000000.png,7,2970,858,3106,1034,17760,136,176,176,0.742,0.5982,0.0117,0.0,0.1319,0.2003,0.4089,97.8,31.65,165.0,0.5169,0.0,0.0,0.002,0.1866,Low,sam
seq41_000000.png,8,1454,1042,1590,1174,13504,136,132,136,0.7522,0.6442,0.0086,0.0,0.1181,0.1777,0.4276,112.26,28.11,197.95,0.453,0.0,0.0,0.0015,0.1636,Low,sam
seq41_000000.png,9,1970,138,2074,262,12048,104,124,124,0.9342,0.7216,0.0046,0.0,0.0977,0.1407,0.3783,118.68,18.56,180.08,0.4866,0.0,0.0,0.0014,0.1678,Low,sam
seq41_000000.png,10,2410,1238,2526,1362,11184,116,124,124,0.7775,0.6739,0.0021,0.0,0.1099,0.1634,0.429,82.59,23.14,85.0,0.7118,0.0,0.0,0.0013,0.2385,Low,sam
seq41_000000.png,11,2446,1374,2554,1494,9376,108,120,120,0.7235,0.6084,0.0043,0.0,0.1287,0.1953,0.3856,110.3,24.56,109.25,0.646,0.0,0.0,0.0011,0.2237,Low,sam
seq41_000000.png,12,2038,522,2146,606,6640,108,84,108,0.7319,0.6271,0.0114,0.0,0.123,0.1861,0.4231,101.26,22.04,104.46,0.6585,0.0,0.0,0.0008,0.2267,Low,sam
seq41_000000.png,13,1310,1442,1774,1862,130849,464,420,464,0.6714,0.5264,0.0512,0.0,0.1572,0.2366,0.4459,87.99,25.98,12.6,0.9508,0.0,0.0072,0.0148,0.3295,Low,sam
seq41_000000.png,14,1618,846,1746,986,14210,128,140,140,0.793,0.6763,0.0214,0.0,0.1092,0.1622,0.3935,92.79,23.24,1.0,0.996,0.0,0.1911,0.0016,0.3637,Medium,sam
seq41_000000.png,15,2802,882,2922,1014,12052,120,132,132,0.7609,0.646,0.0174,0.0,0.1175,0.1769,0.4107,92.48,28.45,1.4,0.9944,0.0,0.0863,0.0014,0.3441,Medium,sam
seq41_000000.png,16,2698,923,2794,1002,5404,96,79,96,0.7126,0.6077,0.0281,0.0,0.1289,0.1956,0.3999,92.55,25.34,1.0,0.996,0.0,0.4295,0.0006,0.4169,Medium,sam
seq41_000000.png,17,2754,608,3106,810,50829,352,202,352,0.7149,0.5195,0.0746,0.0,0.1598,0.2401,0.4039,85.81,26.73,78.53,0.7304,0.0,0.0,0.0057,0.2635,Low,sam
seq41_000000.png,18,1499,0,1906,118,35884,407,118,407,0.7472,0.4136,0.0278,0.0,0.2094,0.2974,0.3498,141.9,16.21,158.18,0.5311,0.0,0.0,0.0041,0.2073,Low,sam
seq41_000000.png,19,1698,1558,1766,1630,2428,68,72,72,0.4959,0.3503,0.0251,0.0,0.2491,0.3346,0.3508,65.91,17.96,17.0,0.9343,0.0,0.0144,0.0003,0.3359,Medium,sam
seq42_000000.png,1,3549,980,3673,1078,9547,124,98,124,0.7856,0.6705,0.016,0.0,0.1108,0.1651,0.4081,98.61,15.7,78.69,0.73,0.0,0.0,0.0012,0.2455,Low,sam
seq42_000000.png,2,1813,1395,1933,1524,12651,120,129,129,0.8172,0.7021,0.0162,0.0,0.1025,0.1499,0.4055,69.55,23.63,16.0,0.938,0.0,0.0222,0.0015,0.3102,Low,sam
seq42_000000.png,3,3396,977,3508,1093,9828,112,116,116,0.7565,0.6544,0.0186,0.0,0.1152,0.1728,0.4172,98.02,20.59,41.59,0.8467,0.0,0.0,0.0012,0.282,Low,sam
seq42_000000.png,4,1813,1371,1978,1524,19502,165,153,165,0.7725,0.6519,0.0153,0.0,0.1159,0.174,0.3958,66.95,22.66,16.0,0.938,0.0,0.018,0.0024,0.313,Low,sam
seq42_000000.png,5,107,778,253,910,14002,146,132,146,0.7265,0.6295,0.0132,0.0,0.1223,0.1849,0.3946,87.26,24.29,1.0,0.996,0.0,0.2192,0.0017,0.372,Medium,sam
seq42_000000.png,6,2274,707,2391,804,7879,117,97,117,0.6942,0.6153,0.016,0.0,0.1266,0.1919,0.3727,99.13,32.41,3.0,0.9881,0.0,0.1776,0.0009,0.3625,Medium,sam
seq42_000000.png,7,2526,1535,2736,1750,35831,210,215,215,0.7936,0.6799,0.0094,0.0,0.1083,0.1605,0.4228,91.58,27.61,1.0,0.996,0.0,0.1207,0.0043,0.3486,Medium,sam
seq42_000000.png,8,1671,1389,1798,1506,11156,127,117,127,0.7508,0.5859,0.018,0.0,0.1359,0.2064,0.3808,64.3,20.64,37.39,0.8611,0.0,0.0,0.0013,0.2913,Low,sam
seq42_000000.png,9,2409,730,2640,846,15540,231,116,231,0.5799,0.3466,0.0944,0.0,0.2518,0.3369,0.3836,88.52,29.73,85.38,0.7107,0.0,0.0,0.0019,0.2735,Low,sam
seq42_000000.png,10,3212,1460,3467,1715,48044,255,255,255,0.7389,0.6085,0.018,0.0,0.1287,0.1952,0.4081,74.96,23.14,1.0,0.996,0.0,0.1901,0.0058,0.3688,Medium,sam
seq42_000000.png,11,3744,1635,3840,1809,12281,96,174,174,0.7352,0.5611,0.0538,0.0,0.1444,0.2188,0.3881,68.23,20.37,6.0,0.9763,0.0,0.0801,0.0015,0.3473,Medium,sam
seq42_000000.png,12,1363,1560,1659,1836,60093,296,276,296,0.7356,0.534,0.0144,0.0,0.1543,0.2327,0.4088,65.4,20.46,195.13,0.4582,0.0,0.0,0.0072,0.1749,Low,sam
seq42_000000.png,13,2012,1200,2190,1352,20760,178,152,178,0.7673,0.6617,0.0039,0.0,0.1131,0.1693,0.4001,107.29,27.47,1.0,0.996,0.0,0.2738,0.0025,0.3797,Medium,sam
seq42_000000.png,14,2005,1200,2190,1560,50510,185,360,360,0.7584,0.4481,0.0083,0.0,0.1913,0.2781,0.3506,84.19,33.72,1.0,0.996,0.0,0.1125,0.0061,0.3648,Medium,sam
seq42_000000.png,15,1667,1280,1776,1390,9328,109,110,110,0.778,0.6914,0.0092,0.0,0.1053,0.155,0.3924,92.42,29.43,1.0,0.996,0.0,0.4127,0.0011,0.4057,Medium,sam
seq42_000000.png,16,3550,1749,3840,1997,52897,290,248,290,0.7355,0.6256,0.0079,0.0,0.1235,0.1868,0.4357,69.14,17.53,100.0,0.6703,0.0,0.0,0.0064,0.2309,Low,sam
seq42_000000.png,17,1213,1210,1288,1296,4131,75,86,86,0.6405,0.5209,0.0324,0.0,0.1593,0.2395,0.4017,103.95,36.99,1.0,0.996,0.0,0.3021,0.0005,0.3985,Medium,sam
seq42_000000.png,18,3388,820,3557,928,13065,169,108,169,0.7158,0.5804,0.0148,0.0,0.1377,0.2091,0.3631,102.62,22.46,183.01,0.4809,0.0,0.0,0.0016,0.1774,Low,sam
seq42_000000.png,19,579,490,726,583,9739,147,93,147,0.7124,0.5779,0.0228,0.0,0.1386,0.2104,0.4059,95.16,23.24,95.56,0.6823,0.0,0.0,0.0012,0.2387,Low,sam
seq42_000000.png,20,3384,820,3605,932,16567,221,112,221,0.6693,0.5041,0.0403,0.0,0.1661,0.2482,0.3639,104.38,22.97,183.01,0.4809,0.0,0.0,0.002,0.1858,Low,sam
seq42_000000.png,21,36,690,170,816,11986,134,126,134,0.7099,0.6179,0.0099,0.0,0.1258,0.1906,0.3899,101.42,16.96,1.0,0.996,0.0,0.3202,0.0014,0.3926,Medium,sam
seq42_000000.png,22,2250,1225,2400,1371,14920,150,146,150,0.6813,0.581,0.0214,0.0,0.1376,0.2089,0.391,110.29,25.12,1.0,0.996,0.0,0.4701,0.0018,0.4266,Medium,sam
seq42_000000.png,23,3249,770,3407,900,15036,158,130,158,0.732,0.6056,0.0088,0.0,0.1296,0.1966,0.3966,102.34,20.5,181.0,0.4848,0.0,0.0,0.0018,0.1761,Low,sam
seq42_000000.png,24,1840,1170,2019,1315,18298,179,145,179,0.705,0.6016,0.0211,0.0,0.1309,0.1986,0.3975,110.91,25.84,1.0,0.996,0.0,0.3649,0.0022,0.404,Medium,sam
seq42_000000.png,25,1573,630,1671,703,4619,98,73,98,0.6457,0.5572,0.0201,0.0,0.1458,0.2209,0.4113,87.34,30.45,125.56,0.6052,0.0,0.0,0.0006,0.2168,Low,sam
seq42_000000.png,26,2235,1225,2400,1536,34105,165,311,311,0.6646,0.4035,0.0143,0.0,0.2151,0.3031,0.3505,88.27,34.53,1.0,0.996,0.0,0.2094,0.0041,0.3882,Medium,sam
seq42_000000.png,27,1329,1070,1470,1210,14165,141,140,141,0.7176,0.6229,0.0173,0.0,0.1243,0.1881,0.4077,100.49,27.11,1.0,0.996,0.0,0.5581,0.0017,0.4406,Medium,sam
seq42_000000.png,28,609,850,677,925,3950,68,75,75,0.7745,0.6678,0.0061,0.0,0.1115,0.1663,0.3847,106.3,25.81,1.0,0.996,0.0,0.4828,0.0005,0.421,Medium,sam
seq42_000000.png,29,2964,730,3090,894,12870,126,164,164,0.6228,0.4974,0.0291,0.0,0.1689,0.2517,0.3936,104.05,22.63,157.0,0.5337,0.0,0.0,0.0016,0.201,Low,sam
seq42_000000.png,30,1359,1230,1434,1305,4174,75,75,75,0.742,0.6544,0.017,0.0,0.1152,0.1728,0.4356,100.03,35.97,1.0,0.996,0.0,0.5656,0.0005,0.4396,Medium,sam
seq42_000000.png,31,47,879,129,960,4819,82,81,82,0.7255,0.641,0.0129,0.0,0.119,0.1793,0.397,99.24,30.55,1.0,0.996,0.0,0.5028,0.0006,0.4276,Medium,sam
seq42_000000.png,32,2700,1345,2820,1455,10359,120,110,120,0.7848,0.679,0.0072,0.0,0.1085,0.1609,0.3882,115.6,26.75,1.0,0.996,0.0,0.7167,0.0012,0.4672,Medium,sam
seq42_000000.png,33,2235,1333,2400,1539,20154,165,206,206,0.5929,0.3798,0.0265,0.0,0.2294,0.3169,0.3206,72.2,31.38,3.0,0.9881,0.0,0.007,0.0024,0.3484,Medium,sam
seq42_000000.png,34,3225,969,3324,1050,5907,99,81,99,0.7366,0.6102,0.02,0.0,0.1282,0.1944,0.3998,107.24,20.6,22.18,0.9151,0.0,0.0042,0.0007,0.3066,Low,sam
seq42_000000.png,35,1590,1375,1663,1464,4731,73,89,89,0.7282,0.6161,0.0503,0.0,0.1263,0.1914,0.3668,63.04,14.73,26.0,0.9012,0.0,0.0,0.0006,0.3042,Low,sam
